1,AA,PHLPUJ,,CAR-USA,2023-09,RDC,1,0.3,-0.7,187,56,-131.0,-0.7,2023-02-26,2023-03-05,3.0
2,AA,TOTAL,,,2023-09,RDC,-,-,-,-,-,-541.0,0.0,2023-02-26,2023-03-05,
1,AA,AUAMIA,,CAR-USA,2023-10,ADD,1.8,2,0.1,304,325,21.0,0.1,2023-02-26,2023-03-05,2.0
1,AA,CLTPLS,,CAR-USA,2023-10,ADD,0.9,1,0.1,163,181,18.0,0.1,2023-02-26,2023-03-05,2.0
1,AA,CLTPUJ,,CAR-USA,2023-10,ADD,1.8,1.9,0.1,338,353,15.0,0.0,2023-02-26,2023-03-05,2.0
1,AA,CUNPHL,,PLA-USA,2023-10,ADD,1.8,1.9,0.1,332,350,18.0,0.1,2023-02-26,2023-03-05,2.0
1,AA,MGAMIA,,CAM-USA,2023-10,ADD,1,2,1,160,320,160.0,1.0,2023-02-26,2023-03-05,2.0
1,AA,MIAPUJ,,CAR-USA,2023-10,ADD,2.9,3,0.1,465,480,15.0,0.0,2023-02-26,2023-03-05,2.0
1,AA,ORDPUJ,,CAR-USA,2023-10,ADD,0.9,1,0.1,145,160,15.0,0.1,2023-02-26,2023-03-05,2.0
1,AA,ANUJFK,,CAR-USA,2023-10,RDC,1,0.9,-0.1,171,149,-22.0,-0.1,2023-02-26,2023-03-05,3.0
1,AA,CLTGCM,,CAR-USA,2023-10,RDC,1,1,0.0,184,160,-24.0,-0.1,2023-02-26,2023-03-05,3.0
1,AA,CLTSXM,,CAR-USA,2023-10,RDC,0.9,0.1,-0.8,116,17,-99.0,-0.9,2023-02-26,2023-03-05,3.0
1,AA,DOMMIA,,CAR-USA,2023-10,RDC,0.9,0.4,-0.5,69,32,-37.0,-0.5,2023-02-26,2023-03-05,3.0
1,AA,GCMMIA,,CAR-USA,2023-10,RDC,2,1.9,-0.1,320,299,-21.0,-0.1,2023-02-26,2023-03-05,3.0
1,AA,MDEMIA,,SUD-USA,2023-10,RDC,3,2,-1,505,344,-161.0,-0.3,2023-02-26,2023-03-05,3.0
1,AA,MIASTI,,CAR-USA,2023-10,RDC,1.9,1,-0.9,307,163,-144.0,-0.5,2023-02-26,2023-03-05,3.0
1,AA,ORDPVR,,PLA-USA,2023-10,RDC,0.2,0.1,-0.1,36,21,-15.0,-0.4,2023-02-26,2023-03-05,3.0
1,AA,PHLPUJ,,CAR-USA,2023-10,RDC,0.9,0.9,0.0,169,163,-6.0,0.0,2023-02-26,2023-03-05,3.0
1,AA,CLTSTX,,CAR-USA,2023-10,CXL,0.1,0.0,-0.1,21,0,-21.0,-1.0,2023-02-26,2023-03-05,4.0
1,AA,LAXPVR,,PLA-USA,2023-10,CXL,0.2,0.0,-0.2,36,0,-36.0,-1.0,2023-02-26,2023-03-05,4.0
2,AA,TOTAL,,,2023-10,RDC,-,-,-,-,-,-324.0,0.0,2023-02-26,2023-03-05,
3,AA,,,,2049-12,,,,,,,,,,,
1,AC,CUNYUL,,CAN-PLA,2023-04,ADD,1.6,1.6,0.0,473,487,14.0,0.0,2023-02-26,2023-03-05,2.0
1,AC,MBJYYZ,,CAN-CAR,2023-04,ADD,1,1,0.0,255,258,3.0,0.0,2023-02-26,2023-03-05,2.0
1,AC,NASYYZ,,CAN-CAR,2023-04,ADD,1,1,0.0,178,179,1.0,0.0,2023-02-26,2023-03-05,2.0
1,AC,NASYUL,,CAN-CAR,2023-04,RDC,0.4,0.4,0.0,57,55,-2.0,0.0,2023-02-26,2023-03-05,3.0
1,AC,PUJYYZ,,CAN-CAR,2023-04,RDC,1.5,1.5,0.0,321,311,-10.0,0.0,2023-02-26,2023-03-05,3.0
2,AC,TOTAL,,,2023-04,ADD,-,-,-,-,-,6.0,0.0,2023-02-26,2023-03-05,
1,AC,CUNYUL,,CAN-PLA,2023-05,ADD,1,1,0.0,190,193,3.0,0.0,2023-02-26,2023-03-05,2.0
1,AC,PUJYYZ,,CAN-CAR,2023-05,ADD,1.5,1.5,0.0,263,266,3.0,0.0,2023-02-26,2023-03-05,2.0
1,AC,KINYYZ,,CAN-CAR,2023-05,RDC,0.8,0.8,0.0,137,133,-4.0,0.0,2023-02-26,2023-03-05,3.0
1,AC,MBJYYZ,,CAN-CAR,2023-05,RDC,1,1,0.0,196,194,-2.0,0.0,2023-02-26,2023-03-05,3.0
1,AC,NASYYZ,,CAN-CAR,2023-05,RDC,0.6,0.6,0.0,91,85,-6.0,-0.1,2023-02-26,2023-03-05,3.0
1,AC,PLSYUL,,CAN-CAR,2023-05,RDC,0.2,0.2,0.0,32,30,-2.0,-0.1,2023-02-26,2023-03-05,3.0
1,AC,SJOYUL,,CAM-CAN,2023-05,RDC,0.3,0.3,0.0,37,35,-2.0,-0.1,2023-02-26,2023-03-05,3.0
2,AC,TOTAL,,,2023-05,RDC,-,-,-,-,-,-10.0,0.0,2023-02-26,2023-03-05,
1,AC,PUJYYZ,,CAN-CAR,2023-07,ADD,1,1,0.0,165,200,35.0,0.2,2023-02-26,2023-03-05,2.0
1,AC,GCMYYZ,,CAN-CAR,2023-07,RDC,0.1,0.1,0.0,26,18,-8.0,-0.3,2023-02-26,2023-03-05,3.0
1,AC,KINYYZ,,CAN-CAR,2023-07,RDC,1,1,0.0,163,136,-27.0,-0.2,2023-02-26,2023-03-05,3.0
1,AC,PUJYYZ,,CAN-CAR,2023-08,ADD,1,1,0.0,163,200,37.0,0.2,2023-02-26,2023-03-05,2.0
1,AC,GCMYYZ,,CAN-CAR,2023-08,RDC,0.1,0.1,0.0,26,18,-8.0,-0.3,2023-02-26,2023-03-05,3.0
1,AC,KINYYZ,,CAN-CAR,2023-08,RDC,1,1,0.0,159,136,-23.0,-0.1,2023-02-26,2023-03-05,3.0
2,AC,TOTAL,,,2023-08,ADD,-,-,-,-,-,6.0,0.0,2023-02-26,2023-03-05,
1,AC,PUJYYZ,,CAN-CAR,2023-09,ADD,1,1,0.0,164,200,36.0,0.2,2023-02-26,2023-03-05,2.0
1,AC,GCMYYZ,,CAN-CAR,2023-09,RDC,0.2,0.2,0.0,33,23,-10.0,-0.3,2023-02-26,2023-03-05,3.0
1,AC,KINYYZ,,CAN-CAR,2023-09,RDC,1,1,0.0,162,136,-26.0,-0.2,2023-02-26,2023-03-05,3.0
1,AC,MBJYYZ,,CAN-CAR,2023-09,RDC,1,1,0.0,191,188,-3.0,0.0,2023-02-26,2023-03-05,3.0
2,AC,TOTAL,,,2023-09,RDC,-,-,-,-,-,-3.0,0.0,2023-02-26,2023-03-05,
1,AC,MEXYYZ,Y,CAN-LOC,2023-10,RDC,2,2,0.0,338,335,-3.0,0.0,2023-02-26,2023-03-05,3.0
1,AC,BDAYYZ,,CAN-CAR,2023-10,ADD,0.5,0.7,0.1,75,92,17.0,0.2,2023-02-26,2023-03-05,2.0
1,AC,FDFYUL,,CAN-CAR,2023-10,ADD,0.3,0.4,0.1,49,71,22.0,0.4,2023-02-26,2023-03-05,2.0
1,AC,PUJYYZ,,CAN-CAR,2023-10,ADD,1.1,1.1,0.0,184,213,29.0,0.2,2023-02-26,2023-03-05,2.0
1,AC,YULZSA,,CAN-CAR,2023-10,ADD,0.0,0.1,0.0,4,9,5.0,1.3,2023-02-26,2023-03-05,2.0
1,AC,EZEGRU,,SUD-SUD,2023-10,RDC,0.6,0.6,0.0,183,173,-10.0,-0.1,2023-02-26,2023-03-05,3.0
1,AC,GCMYYZ,,CAN-CAR,2023-10,RDC,0.2,0.2,0.0,32,24,-8.0,-0.3,2023-02-26,2023-03-05,3.0
1,AC,GRUYYZ,,CAN-SUD,2023-10,RDC,1,1,0.0,315,298,-17.0,-0.1,2023-02-26,2023-03-05,3.0
1,AC,KINYYZ,,CAN-CAR,2023-10,RDC,1,1,0.0,169,140,-29.0,-0.2,2023-02-26,2023-03-05,3.0
1,AC,MBJYYZ,,CAN-CAR,2023-10,RDC,0.9,0.9,0.0,178,173,-5.0,0.0,2023-02-26,2023-03-05,3.0
2,AC,TOTAL,,,2023-10,ADD,-,-,-,-,-,1.0,0.0,2023-02-26,2023-03-05,
3,AC,,,,2049-12,,,,,,,,,,,
1,AD,AJUVCP,,SUD-SUD,2023-04,ADD,1,1.1,0.1,133,198,65.0,0.5,2023-02-26,2023-03-05,2.0
